"r1","r0","rd","v1","v0","vd","method","mv1","mv0","mvd","sim_id"
0.229642658868264,0.352605473434692,-0.122962814566428,0.000193194966722221,0.000159948816017832,0.000324556261354381,"vanilla",NA,NA,NA,1
0.242268144510064,0.357138203073781,-0.114870058563716,0.0002013677434829,0.000160456964798078,0.00032860151510307,"vanilla",NA,NA,NA,2
0.229896111808692,0.352020275500151,-0.122124163691459,0.000194244018283387,0.000163060016198258,0.000328923631282359,"cvq",NA,NA,NA,1
0.242691977118061,0.357523086933961,-0.1148311098159,0.000202970299226544,0.000160993824594867,0.000330534585008842,"cvq",NA,NA,NA,2
0.229192924662602,0.352521198666304,-0.122868639825969,0.000194393482444694,0.000163990880459051,0.000330390752485597,"cvq_multiple",0.000194567821871957,0.00016451127825304,0.000330816064496362,1
0.242297859966995,0.357476701991091,-0.115124446384977,0.000201887381279769,0.000162670395006421,0.000331743790592693,"cvq_multiple",0.000201887394895108,0.000162965422239885,0.000331979091800495,2
0.230290925171621,0.354557031827022,-0.123920503919371,0.000198062981521347,0.000191701920190122,0.000366217877297656,"singlecrossfit",0.000198062981521347,0.000194809196941228,0.000375587662249789,1
0.242259830575065,0.356210857804556,-0.114093903764117,0.000202500343254624,0.000184971889430812,0.00035406520629636,"singlecrossfit",0.000202546444670563,0.000184971889430812,0.00035406520629636,2
